Career Cluster	Career Pathway	Code	Occupation
Information Technology	Information Support and Services	15-1199.09	Information Technology Project Managers  Bright Outlook
Information Technology	Information Support and Services	15-1199.10	Search Marketing Strategists  Bright Outlook
Information Technology	Information Support and Services	15-1199.01	Software Quality Assurance Engineers and Testers  Bright Outlook
Information Technology	Information Support and Services	15-1199.11	Video Game Designers  Bright Outlook
Information Technology	Information Support and Services	15-1199.03	Web Administrators  Bright Outlook
Information Technology	Network Systems	15-1143.00	Computer Network Architects
Information Technology	Network Systems	15-1152.00	Computer Network Support Specialists
Information Technology	Network Systems	15-1141.00	Database Administrators
Information Technology	Network Systems	15-1122.00	Information Security Analysts  Bright Outlook
Information Technology	Network Systems	15-1142.00	Network and Computer Systems Administrators
Information Technology	Network Systems	15-1143.01	Telecommunications Engineering Specialists  Bright Outlook
Information Technology	Programming and Software Development	15-1131.00	Computer Programmers
Information Technology	Programming and Software Development	15-1121.00	Computer Systems Analysts  Bright Outlook
Information Technology	Programming and Software Development	15-1121.01	Informatics Nurse Specialists  Bright Outlook
Information Technology	Programming and Software Development	15-1132.00	Software Developers, Applications  Bright Outlook
Information Technology	Programming and Software Development	15-1133.00	Software Developers, Systems Software  Bright Outlook  Green Occupation
Information Technology	Web and Digital Communications	15-1134.00	Web Developers  Bright Outlook
Law, Public Safety, Corrections & Security	Correction Services	33-3012.00	Correctional Officers and Jailers  Bright Outlook
Law, Public Safety, Corrections & Security	Correction Services	33-1011.00	First-Line Supervisors of Correctional Officers
Law, Public Safety, Corrections & Security	Correction Services	21-1092.00	Probation Officers and Correctional Treatment Specialists
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	29-2041.00	Emergency Medical Technicians and Paramedics  Bright Outlook
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2021.01	Fire Inspectors
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2021.00	Fire Inspectors and Investigators
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2021.02	Fire Investigators
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2011.00	Firefighters  Bright Outlook
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-1021.00	First-Line Supervisors of Fire Fighting and Prevention Workers
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-1021.02	Forest Fire Fighting and Prevention Supervisors
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2022.00	Forest Fire Inspectors and Prevention Specialists
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2011.02	Forest Firefighters  Bright Outlook
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-1021.01	Municipal Fire Fighting and Prevention Supervisors
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	33-2011.01	Municipal Firefighters  Bright Outlook
Law, Public Safety, Corrections & Security	Emergency and Fire Management Services	43-5031.00	Police, Fire, and Ambulance Dispatchers
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-9011.00	Animal Control Workers
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.03	Criminal Investigators and Special Agents
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.00	Detectives and Criminal Investigators
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-1012.00	First-Line Supervisors of Police and Detectives
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3031.00	Fish and Game Wardens  Green Occupation
Law, Public Safety, Corrections & Security	Law Enforcement Services	19-4092.00	Forensic Science Technicians  Bright Outlook
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.05	Immigration and Customs Inspectors
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.06	Intelligence Analysts  Bright Outlook
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3041.00	Parking Enforcement Workers
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3051.00	Police and Sheriff's Patrol Officers  Bright Outlook
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.01	Police Detectives
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3021.02	Police Identification and Records Officers
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3051.01	Police Patrol Officers  Bright Outlook
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-9021.00	Private Detectives and Investigators
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3051.03	Sheriffs and Deputy Sheriffs  Bright Outlook
Law, Public Safety, Corrections & Security	Law Enforcement Services	33-3052.00	Transit and Railroad Police
Law, Public Safety, Corrections & Security	Legal Services	23-1021.00	Administrative Law Judges, Adjudicators, and Hearing Officers
Law, Public Safety, Corrections & Security	Legal Services	23-1022.00	Arbitrators, Mediators, and Conciliators  Green Occupation
Law, Public Safety, Corrections & Security	Legal Services	23-2091.00	Court Reporters
Law, Public Safety, Corrections & Security	Legal Services	23-1023.00	Judges, Magistrate Judges, and Magistrates
Law, Public Safety, Corrections & Security	Legal Services	23-1012.00	Judicial Law Clerks
Law, Public Safety, Corrections & Security	Legal Services	23-1011.00	Lawyers  Bright Outlook
Law, Public Safety, Corrections & Security	Legal Services	43-6012.00	Legal Secretaries
Law, Public Safety, Corrections & Security	Legal Services	23-2099.00	Legal Support Workers, All Other
Law, Public Safety, Corrections & Security	Legal Services	23-2011.00	Paralegals and Legal Assistants
Law, Public Safety, Corrections & Security	Legal Services	23-2093.00	Title Examiners, Abstractors, and Searchers
Law, Public Safety, Corrections & Security	Security & Protective Services	33-3011.00	Bailiffs
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9091.00	Crossing Guards
Law, Public Safety, Corrections & Security	Security & Protective Services	33-1099.00	First-Line Supervisors of Protective Service Workers, All Other
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9031.00	Gaming Surveillance Officers and Gaming Investigators
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9092.00	Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9099.00	Protective Service Workers, All Other
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9099.02	Retail Loss Prevention Specialists  Bright Outlook
Law, Public Safety, Corrections & Security	Security & Protective Services	33-9032.00	Security Guards  Bright Outlook
Manufacturing	Maintenance, Installation & Repair	49-9061.00	Camera and Photographic Equipment Repairers
Manufacturing	Maintenance, Installation & Repair	49-9091.00	Coin, Vending, and Amusement Machine Servicers and Repairers
Manufacturing	Maintenance, Installation & Repair	49-2011.00	Computer, Automated Teller, and Office Machine Repairers
Manufacturing	Maintenance, Installation & Repair	49-2092.00	Electric Motor, Power Tool, and Related Repairers
Manufacturing	Maintenance, Installation & Repair	49-2094.00	Electrical and Electronics Repairers, Commercial and Industrial Equipment  Green Occupation
Manufacturing	Maintenance, Installation & Repair	49-2095.00	Electrical and Electronics Repairers, Powerhouse, Substation, and Relay
Manufacturing	Maintenance, Installation & Repair	49-2097.00	Electronic Home Entertainment Equipment Installers and Repairers
Manufacturing	Maintenance, Installation & Repair	49-9093.00	Fabric Menders, Except Garment
Manufacturing	Maintenance, Installation & Repair	49-1011.00	First-Line Supervisors of Mechanics, Installers, and Repairers  Bright Outlook  Green Occupation
Manufacturing	Maintenance, Installation & Repair	49-9099.01	Geothermal Technicians  Bright Outlook  Green Occupation
Manufacturing	Maintenance, Installation & Repair	49-9031.00	Home Appliance Repairers
Manufacturing	Maintenance, Installation & Repair	49-9041.00	Industrial Machinery Mechanics  Bright Outlook  Green Occupation
Manufacturing	Maintenance, Installation & Repair	49-9099.00	Installation, Maintenance, and Repair Workers, All Other
Manufacturing	Maintenance, Installation & Repair	49-9094.00	Locksmiths and Safe Repairers
Manufacturing	Maintenance, Installation & Repair	49-9071.00	Maintenance and Repair Workers, General  Bright Outlook  Green Occupation
Manufacturing	Maintenance, Installation & Repair	49-9043.00	Maintenance Workers, Machinery
Manufacturing	Maintenance, Installation & Repair	51-9082.00	Medical Appliance Technicians
Manufacturing	Maintenance, Installation & Repair	49-9062.00	Medical Equipment Repairers
Manufacturing	Maintenance, Installation & Repair	49-9063.00	Musical Instrument Repairers and Tuners
Manufacturing	Maintenance, Installation & Repair	49-3053.00	Outdoor Power Equipment and Other Small Engine Mechanics
Manufacturing	Maintenance, Installation & Repair	49-9069.00	Precision Instrument and Equipment Repairers, All Other
Manufacturing	Maintenance, Installation & Repair	49-2021.01	Radio Mechanics
Manufacturing	Maintenance, Installation & Repair	49-2021.00	Radio, Cellular, and Tower Equipment Installers and Repairers
Manufacturing	Maintenance, Installation & Repair	49-2098.00	Security and Fire Alarm Systems Installers
Manufacturing	Maintenance, Installation & Repair	49-9064.00	Watch Repairers
Manufacturing	Maintenance, Installation & Repair	49-9081.00	Wind Turbine Service Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3021.00	Aerospace Engineering and Operations Technicians
Manufacturing	Manufacturing Production Process Development	17-3027.01	Automotive Engineering Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	19-4031.00	Chemical Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3019.00	Drafters, All Other
Manufacturing	Manufacturing Production Process Development	17-3023.00	Electrical and Electronic Engineering Technicians
Manufacturing	Manufacturing Production Process Development	17-3012.00	Electrical and Electronics Drafters
Manufacturing	Manufacturing Production Process Development	17-3012.02	Electrical Drafters
Manufacturing	Manufacturing Production Process Development	17-3023.03	Electrical Engineering Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.02	Electrical Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3024.00	Electro-Mechanical Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.03	Electromechanical Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3012.01	Electronic Drafters
Manufacturing	Manufacturing Production Process Development	17-3023.01	Electronics Engineering Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.04	Electronics Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.00	Engineering Technicians, Except Drafters, All Other
Manufacturing	Manufacturing Production Process Development	17-3029.10	Fuel Cell Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3026.00	Industrial Engineering Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.05	Industrial Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.06	Manufacturing Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.09	Manufacturing Production Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3013.00	Mechanical Drafters
Manufacturing	Manufacturing Production Process Development	17-3027.00	Mechanical Engineering Technicians
Manufacturing	Manufacturing Production Process Development	17-3029.07	Mechanical Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.12	Nanotechnology Engineering Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.11	Nanotechnology Engineering Technologists  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	17-3029.01	Non-Destructive Testing Specialists  Bright Outlook
Manufacturing	Manufacturing Production Process Development	19-4051.01	Nuclear Equipment Operation Technicians  Green Occupation
Manufacturing	Manufacturing Production Process Development	19-4051.02	Nuclear Monitoring Technicians
Manufacturing	Manufacturing Production Process Development	19-4051.00	Nuclear Technicians
Manufacturing	Manufacturing Production Process Development	17-3029.08	Photonics Technicians  Bright Outlook  Green Occupation
Manufacturing	Manufacturing Production Process Development	13-1023.00	Purchasing Agents, Except Wholesale, Retail, and Farm Products
Manufacturing	Manufacturing Production Process Development	17-3024.01	Robotics Technicians  Bright Outlook  Green Occupation
Manufacturing	Production	51-9191.00	Adhesive Bonding Machine Operators and Tenders
Manufacturing	Production	51-2011.00	Aircraft Structure, Surfaces, Rigging, and Systems Assemblers  Green Occupation
Manufacturing	Production	51-2099.00	Assemblers and Fabricators, All Other
Manufacturing	Production	51-8099.01	Biofuels Processing Technicians  Bright Outlook  Green Occupation
Manufacturing	Production	51-8099.03	Biomass Plant Technicians  Bright Outlook  Green Occupation
Manufacturing	Production	51-3021.00	Butchers and Meat Cutters
Manufacturing	Production	51-7011.00	Cabinetmakers and Bench Carpenters
Manufacturing	Production	51-9011.00	Chemical Equipment Operators and Tenders  Green Occupation
Manufacturing	Production	51-8091.00	Chemical Plant and System Operators  Green Occupation
Manufacturing	Production	51-9192.00	Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders
Manufacturing	Production	51-9121.00	Coating, Painting, and Spraying Machine Setters, Operators, and Tenders
Manufacturing	Production	51-2021.00	Coil Winders, Tapers, and Finishers
Manufacturing	Production	51-4012.00	Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic  Bright Outlook
Manufacturing	Production	51-4011.00	Computer-Controlled Machine Tool Operators, Metal and Plastic  Bright Outlook  Green Occupation
Manufacturing	Production	51-9193.00	Cooling and Freezing Equipment Operators and Tenders
Manufacturing	Production	51-9021.00	Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders
Manufacturing	Production	51-9031.00	Cutters and Trimmers, Hand
Manufacturing	Production	51-9032.00	Cutting and Slicing Machine Setters, Operators, and Tenders
Manufacturing	Production	51-4031.00	Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic  Green Occupation
Manufacturing	Production	51-9081.00	Dental Laboratory Technicians
Manufacturing	Production	51-4032.00	Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic  Green Occupation
Manufacturing	Production	51-2022.00	Electrical and Electronic Equipment Assemblers  Green Occupation
Manufacturing	Production	51-2023.00	Electromechanical Equipment Assemblers
Manufacturing	Production	51-2031.00	Engine and Other Machine Assemblers  Green Occupation
Manufacturing	Production	51-9194.00	Etchers and Engravers
Manufacturing	Production	51-4021.00	Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-6091.00	Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers
Manufacturing	Production	51-9041.00	Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders
Manufacturing	Production	51-6092.00	Fabric and Apparel Patternmakers
Manufacturing	Production	51-2091.00	Fiberglass Laminators and Fabricators
Manufacturing	Production	51-1011.00	First-Line Supervisors of Production and Operating Workers  Green Occupation
Manufacturing	Production	51-3091.00	Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders
Manufacturing	Production	51-3092.00	Food Batchmakers
Manufacturing	Production	51-3093.00	Food Cooking Machine Operators and Tenders
Manufacturing	Production	51-3099.00	Food Processing Workers, All Other
Manufacturing	Production	51-4022.00	Forging Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-4071.00	Foundry Mold and Coremakers
Manufacturing	Production	51-9051.00	Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders
Manufacturing	Production	51-7021.00	Furniture Finishers
Manufacturing	Production	51-8092.00	Gas Plant Operators
Manufacturing	Production	51-9071.06	Gem and Diamond Workers
Manufacturing	Production	51-9195.04	Glass Blowers, Molders, Benders, and Finishers
Manufacturing	Production	51-9022.00	Grinding and Polishing Workers, Hand
Manufacturing	Production	51-4033.00	Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-4191.00	Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-9198.00	Helpers--Production Workers  Bright Outlook
Manufacturing	Production	51-8099.04	Hydroelectric Plant Technicians  Bright Outlook  Green Occupation
Manufacturing	Production	51-9071.01	Jewelers
Manufacturing	Production	51-9071.00	Jewelers and Precious Stone and Metal Workers
Manufacturing	Production	51-4034.00	Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-4192.00	Layout Workers, Metal and Plastic
Manufacturing	Production	53-7063.00	Machine Feeders and Offbearers
Manufacturing	Production	51-4041.00	Machinists  Bright Outlook  Green Occupation
Manufacturing	Production	51-3022.00	Meat, Poultry, and Fish Cutters and Trimmers
Manufacturing	Production	51-4199.00	Metal Workers and Plastic Workers, All Other
Manufacturing	Production	51-4051.00	Metal-Refining Furnace Operators and Tenders
Manufacturing	Production	51-8099.02	Methane/Landfill Gas Generation System Technicians  Bright Outlook Green Occupation
Manufacturing	Production	51-4035.00	Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-9023.00	Mixing and Blending Machine Setters, Operators, and Tenders  Green Occupation
Manufacturing	Production	51-4061.00	Model Makers, Metal and Plastic
Manufacturing	Production	51-7031.00	Model Makers, Wood
Manufacturing	Production	51-9195.00	Molders, Shapers, and Casters, Except Metal and Plastic
Manufacturing	Production	51-9195.07	Molding and Casting Workers
Manufacturing	Production	51-4072.00	Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-4081.00	Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-8011.00	Nuclear Power Reactor Operators  Green Occupation
Manufacturing	Production	51-9083.00	Ophthalmic Laboratory Technicians
Manufacturing	Production	51-9111.00	Packaging and Filling Machine Operators and Tenders Bright Outlook
Manufacturing	Production	51-9122.00	Painters, Transportation Equipment
Manufacturing	Production	51-9123.00	Painting, Coating, and Decorating Workers
Manufacturing	Production	51-9196.00	Paper Goods Machine Setters, Operators, and Tenders
Manufacturing	Production	51-4062.00	Patternmakers, Metal and Plastic
Manufacturing	Production	51-7032.00	Patternmakers, Wood
Manufacturing	Production	51-8093.00	Petroleum Pump System Operators, Refinery Operators, and Gaugers
Manufacturing	Production	51-9151.00	Photographic Process Workers and Processing Machine Operators
Manufacturing	Production	51-8099.00	Plant and System Operators, All Other
Manufacturing	Production	51-4193.00	Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-9195.05	Potters, Manufacturing
Manufacturing	Production	51-4052.00	Pourers and Casters, Metal
Manufacturing	Production	51-8012.00	Power Distributors and Dispatchers  Green Occupation
Manufacturing	Production	51-8013.00	Power Plant Operators  Green Occupation
Manufacturing	Production	51-9071.07	Precious Metal Workers
Manufacturing	Production	51-9199.00	Production Workers, All Other
Manufacturing	Production	51-9199.01	Recycling and Reclamation Workers  Bright Outlook  Green Occupation
Manufacturing	Production	51-4023.00	Rolling Machine Setters, Operators, and Tenders, Metal and Plastic
Manufacturing	Production	51-7041.00	Sawing Machine Setters, Operators, and Tenders, Wood
Manufacturing	Production	51-9141.00	Semiconductor Processors
Manufacturing	Production	51-9012.00	Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders  Green Occupation
Manufacturing	Production	51-6051.00	Sewers, Hand
Manufacturing	Production	51-6031.00	Sewing Machine Operators
Manufacturing	Production	51-6041.00	Shoe and Leather Workers and Repairers
Manufacturing	Production	51-6042.00	Shoe Machine Operators and Tenders
Manufacturing	Production	51-3023.00	Slaughterers and Meat Packers
Manufacturing	Production	51-4121.07	Solderers and Brazers  Bright Outlook  Green Occupation
Manufacturing	Production	51-9195.03	Stone Cutters and Carvers, Manufacturing
Manufacturing	Production	51-2092.00	Team Assemblers  Bright Outlook  Green Occupation
Manufacturing	Production	51-6061.00	Textile Bleaching and Dyeing Machine Operators and Tenders
Manufacturing	Production	51-6062.00	Textile Cutting Machine Setters, Operators, and Tenders
Manufacturing	Production	51-6063.00	Textile Knitting and Weaving Machine Setters, Operators, and Tenders
Manufacturing	Production	51-6064.00	Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders
Manufacturing	Production	51-6099.00	Textile, Apparel, and Furnishings Workers, All Other
Manufacturing	Production	51-2093.00	Timing Device Assemblers and Adjusters
Manufacturing	Production	51-9197.00	Tire Builders
Manufacturing	Production	51-4111.00	Tool and Die Makers
Manufacturing	Production	51-4194.00	Tool Grinders, Filers, and Sharpeners
Manufacturing	Production	51-6093.00	Upholsterers
Manufacturing	Production	51-4121.06	Welders, Cutters, and Welder Fitters  Bright Outlook  Green Occupation
Manufacturing	Production	51-4121.00	Welders, Cutters, Solderers, and Brazers  Bright Outlook
Manufacturing	Production	51-4122.00	Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders
Manufacturing	Production	51-7099.00	Woodworkers, All Other
Manufacturing	Production	51-7042.00	Woodworking Machine Setters, Operators, and Tenders, Except Sawing
Manufacturing	Quality Assurance	51-9061.00	Inspectors, Testers, Sorters, Samplers, and Weighers  Bright Outlook Green Occupation
Manufacturing	Quality Assurance	43-5061.00	Production, Planning, and Expediting Clerks  Green Occupation
Manufacturing	Quality Assurance	43-5111.00	Weighers, Measurers, Checkers, and Samplers, Recordkeeping
Marketing	Marketing Communications	27-3031.00	Public Relations Specialists  Green Occupation
Marketing	Marketing Management	11-2011.00	Advertising and Promotions Managers
Marketing	Marketing Management	11-2011.01	Green Marketers  Bright Outlook  Green Occupation
Marketing	Marketing Management	11-2021.00	Marketing Managers  Green Occupation
Marketing	Marketing Management	11-9141.00	Property, Real Estate, and Community Association Managers
Marketing	Marketing Management	11-2031.00	Public Relations and Fundraising Managers
Marketing	Marketing Management	11-2022.00	Sales Managers  Bright Outlook
Marketing	Marketing Research	13-1161.00	Market Research Analysts and Marketing Specialists  Bright Outlook
Marketing	Merchandising	27-1026.00	Merchandise Displayers and Window Trimmers
Marketing	Merchandising	41-9012.00	Models
Marketing	Merchandising	13-1022.00	Wholesale and Retail Buyers, Except Farm Products  Green Occupation
Marketing	Professional Sales	41-3011.00	Advertising Sales Agents
Marketing	Professional Sales	41-2011.00	Cashiers  Bright Outlook
Marketing	Professional Sales	41-2021.00	Counter and Rental Clerks  Bright Outlook
Marketing	Professional Sales	41-9011.00	Demonstrators and Product Promoters
Marketing	Professional Sales	41-9091.00	Door-To-Door Sales Workers, News and Street Vendors, and Related Workers
Marketing	Professional Sales	53-3031.00	Driver/Sales Workers
Marketing	Professional Sales	41-3099.01	Energy Brokers  Bright Outlook  Green Occupation
Marketing	Professional Sales	41-1012.00	First-Line Supervisors of Non-Retail Sales Workers
Marketing	Professional Sales	41-1011.00	First-Line Supervisors of Retail Sales Workers  Bright Outlook
Marketing	Professional Sales	41-2022.00	Parts Salespersons
Marketing	Professional Sales	41-9021.00	Real Estate Brokers
Marketing	Professional Sales	41-9022.00	Real Estate Sales Agents
Marketing	Professional Sales	41-2031.00	Retail Salespersons  Bright Outlook
Marketing	Professional Sales	41-9099.00	Sales and Related Workers, All Other
Marketing	Professional Sales	41-9031.00	Sales Engineers
Marketing	Professional Sales	41-3099.00	Sales Representatives, Services, All Other  Bright Outlook
Marketing	Professional Sales	41-4012.00	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products  Bright Outlook
Marketing	Professional Sales	41-4011.00	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products  Green Occupation
Marketing	Professional Sales	41-4011.07	Solar Sales Representatives and Assessors  Bright Outlook  Green Occupation
Marketing	Professional Sales	41-9041.00	Telemarketers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2011.00	Aerospace Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	11-9041.00	Architectural and Engineering Managers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2141.02	Automotive Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.01	Biochemical Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	11-9041.01	Biofuels/Biodiesel Technology and Product Development Managers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2041.00	Chemical Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2061.00	Computer Hardware Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2071.00	Electrical Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2072.00	Electronics Engineers, Except Computer  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.03	Energy Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.00	Engineers, All Other
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2111.02	Fire-Prevention and Protection Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2141.01	Fuel Cell Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2111.00	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2112.01	Human Factors Engineers and Ergonomists  Bright Outlook
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2112.00	Industrial Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2111.01	Industrial Safety and Health Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.04	Manufacturing Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2121.02	Marine Architects
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2121.01	Marine Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2121.00	Marine Engineers and Naval Architects
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2131.00	Materials Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2141.00	Mechanical Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.05	Mechatronics Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.06	Microsystems Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2151.00	Mining and Geological Engineers, Including Mining Safety Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.09	Nanosystems Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2161.00	Nuclear Engineers  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2171.00	Petroleum Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.07	Photonics Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2111.03	Product Safety Engineers
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2072.01	Radio Frequency Identification Device Specialists  Bright Outlook
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.08	Robotics Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.11	Solar Energy Systems Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.02	Validation Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Engineering and Technology	17-2199.10	Wind Energy Engineers  Bright Outlook  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3091.01	Anthropologists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3091.00	Anthropologists and Archeologists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-3091.02	Archeologists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2011.00	Astronomers
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-2021.00	Atmospheric and Space Scientists  Green Occupation
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1021.00	Biochemists and Biophysicists
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1029.01	Bioinformatics Scientists  Bright Outlook
Science, Technology, Engineering & Mathematics	Science and Mathematics	19-1029.00	Biological Scientists, All Other
