OCC_CODE	OCC_TITLE	OCC_GROUP	TOT_EMP	EMP_PRSE	H_MEAN	A_MEAN	MEAN_PRSE	H_PCT10	H_PCT25	H_MEDIAN	H_PCT75	H_PCT90	A_PCT10	A_PCT25	A_MEDIAN	A_PCT75	A_PCT90	ANNUAL	HOURLY
39-3011	Gaming Dealers	detailed	94570	2.6	10.57	21990	1.2	7.99	8.61	9.27	10.19	15.28	16630	17900	19290	21200	31780		
39-3012	Gaming and Sports Book Writers and Runners	detailed	11460	7.6	12.36	25710	1.7	8.57	9.35	10.87	13.93	19.00	17820	19440	22600	28970	39520		
39-3019	Gaming Service Workers, All Other	detailed	12140	6.8	13.61	28300	1.7	8.70	10.00	11.96	15.41	20.29	18090	20800	24880	32060	42200		
39-3020	Motion Picture Projectionists	broad	5480	7.2	11.90	24750	1.9	8.49	9.09	10.62	13.35	16.84	17660	18920	22100	27770	35030		
39-3021	Motion Picture Projectionists	detailed	5480	7.2	11.90	24750	1.9	8.49	9.09	10.62	13.35	16.84	17660	18920	22100	27770	35030		
39-3030	Ushers, Lobby Attendants, and Ticket Takers	broad	117920	2.4	10.45	21740	0.6	8.16	8.78	9.58	11.28	14.28	16970	18270	19920	23470	29690		
39-3031	Ushers, Lobby Attendants, and Ticket Takers	detailed	117920	2.4	10.45	21740	0.6	8.16	8.78	9.58	11.28	14.28	16970	18270	19920	23470	29690		
39-3090	Miscellaneous Entertainment Attendants and Related Workers	broad	325970	2.9	10.98	22830	0.5	8.29	8.90	9.91	11.64	14.97	17250	18510	20610	24210	31130		
39-3091	Amusement and Recreation Attendants	detailed	286740	3.1	10.58	22000	0.5	8.26	8.85	9.69	11.38	14.26	17190	18410	20160	23660	29660		
39-3092	Costume Attendants	detailed	6640	12.5	24.27	50470	3.2	10.01	14.39	22.07	31.79	41.97	20820	29940	45900	66120	87310		
39-3093	Locker Room, Coatroom, and Dressing Room Attendants	detailed	18040	4.1	11.73	24390	1.1	8.44	9.11	10.44	13.50	17.35	17560	18950	21720	28090	36100		
39-3099	Entertainment Attendants and Related Workers, All Other	detailed	14550	3.1	11.83	24610	0.6	8.60	9.51	11.19	13.49	15.38	17880	19770	23270	28070	32000		
39-4000	Funeral Service Workers	minor	65330	1.7	18.70	38890	1.1	9.20	11.19	15.42	23.32	32.33	19130	23280	32080	48500	67240		
39-4010	Embalmers	broad	3710	7.2	20.32	42260	1.9	12.01	14.98	19.30	24.72	30.33	24970	31150	40150	51410	63090		
39-4011	Embalmers	detailed	3710	7.2	20.32	42260	1.9	12.01	14.98	19.30	24.72	30.33	24970	31150	40150	51410	63090		
39-4020	Funeral Attendants	broad	35770	2.4	13.03	27110	0.9	8.70	9.84	11.94	15.07	19.09	18100	20460	24830	31360	39720		
39-4021	Funeral Attendants	detailed	35770	2.4	13.03	27110	0.9	8.70	9.84	11.94	15.07	19.09	18100	20460	24830	31360	39720		
39-4030	Morticians, Undertakers, and Funeral Directors	broad	25850	2.7	26.30	54700	1.5	13.44	17.67	24.08	31.79	40.38	27950	36750	50090	66130	83980		
39-4031	Morticians, Undertakers, and Funeral Directors	detailed	25850	2.7	26.30	54700	1.5	13.44	17.67	24.08	31.79	40.38	27950	36750	50090	66130	83980		
39-5000	Personal Appearance Workers	minor	521740	0.7	14.04	29190	0.6	8.70	9.46	11.48	15.92	22.97	18090	19670	23880	33110	47770		
39-5010	Barbers, Hairdressers, Hairstylists and Cosmetologists	broad	368280	1.2	14.23	29600	0.7	8.63	9.41	11.68	16.52	23.53	17940	19570	24300	34350	48940		
39-5011	Barbers	detailed	15900	11.0	14.38	29900	2.5	8.76	9.78	12.38	17.80	22.79	18210	20350	25760	37020	47400		
39-5012	Hairdressers, Hairstylists, and Cosmetologists	detailed	352380	1.2	14.23	29590	0.7	8.62	9.40	11.66	16.43	23.58	17930	19550	24260	34170	49050		
39-5090	Miscellaneous Personal Appearance Workers	broad	153460	2.2	13.56	28210	1.0	8.91	9.58	11.12	14.68	21.16	18540	19940	23130	30530	44010		
39-5091	Makeup Artists, Theatrical and Performance	detailed	3600	6.0	34.42	71590	3.3	10.88	18.24	29.31	51.00	60.08	22630	37940	60970	106070	124960		
39-5092	Manicurists and Pedicurists	detailed	90630	3.6	11.70	24330	1.0	9.04	9.57	10.65	12.71	16.15	18800	19910	22150	26440	33590		
39-5093	Shampooers	detailed	15240	5.5	10.08	20960	1.1	8.41	8.91	9.47	10.94	12.38	17480	18530	19700	22760	25750		
39-5094	Skincare Specialists	detailed	43980	3.5	16.91	35160	1.6	8.96	10.56	14.55	20.58	28.74	18640	21960	30270	42810	59780		
39-6000	Baggage Porters, Bellhops, and Concierges	minor	76760	2.4	13.28	27630	0.8	8.75	9.75	11.88	15.50	19.61	18200	20270	24710	32250	40790		
39-6010	Baggage Porters, Bellhops, and Concierges	broad	76760	2.4	13.28	27630	0.8	8.75	9.75	11.88	15.50	19.61	18200	20270	24710	32250	40790		
39-6011	Baggage Porters and Bellhops	detailed	44750	3.7	11.97	24910	0.9	8.51	9.18	10.70	13.67	17.36	17690	19090	22260	28440	36110		
39-6012	Concierges	detailed	32020	3.0	15.11	31440	1.0	9.89	11.24	14.06	18.03	22.48	20560	23380	29250	37500	46750		
39-7000	Tour and Travel Guides	minor	41690	2.7	13.78	28670	0.9	8.82	9.99	12.20	16.31	21.52	18350	20770	25370	33920	44760		
39-7010	Tour and Travel Guides	broad	41690	2.7	13.78	28670	0.9	8.82	9.99	12.20	16.31	21.52	18350	20770	25370	33920	44760		
39-7011	Tour Guides and Escorts	detailed	38660	2.9	13.51	28100	0.9	8.80	9.90	11.98	15.87	20.70	18300	20600	24920	33010	43060		
39-7012	Travel Guides	detailed	3030	9.6	17.28	35930	2.7	9.15	12.02	15.44	21.21	28.08	19030	25000	32100	44110	58400		
39-9000	Other Personal Care and Service Workers	minor	2820750	0.5	12.22	25410	0.3	8.41	9.29	10.83	13.28	17.84	17490	19320	22520	27620	37100		
39-9010	Childcare Workers	broad	569370	1.0	11.02	22930	0.6	8.26	8.98	10.18	12.25	15.25	17190	18680	21170	25490	31710		
39-9011	Childcare Workers	detailed	569370	1.0	11.02	22930	0.6	8.26	8.98	10.18	12.25	15.25	17190	18680	21170	25490	31710		
39-9020	Personal Care Aides	broad	1492250	0.8	10.92	22710	0.3	8.32	9.22	10.54	11.95	14.31	17310	19180	21920	24860	29760		
39-9021	Personal Care Aides	detailed	1492250	0.8	10.92	22710	0.3	8.32	9.22	10.54	11.95	14.31	17310	19180	21920	24860	29760		
39-9030	Recreation and Fitness Workers	broad	594280	0.8	16.33	33970	0.5	8.83	10.00	13.25	19.90	28.48	18360	20810	27570	41400	59230		
39-9031	Fitness Trainers and Aerobics Instructors	detailed	257410	1.3	20.57	42780	0.8	9.21	11.60	18.34	26.45	35.09	19150	24120	38160	55010	72980		
39-9032	Recreation Workers	detailed	336880	1.0	13.09	27230	0.3	8.66	9.51	11.48	15.05	20.03	18000	19780	23870	31310	41660		
39-9040	Residential Advisors	broad	110330	2.0	13.31	27690	0.6	8.81	10.11	12.29	15.25	19.21	18330	21020	25570	31720	39960		
39-9041	Residential Advisors	detailed	110330	2.0	13.31	27690	0.6	8.81	10.11	12.29	15.25	19.21	18330	21020	25570	31720	39960		
39-9090	Miscellaneous Personal Care and Service Workers	broad	54520	2.5	13.20	27460	1.0	8.89	9.96	12.22	15.52	18.49	18490	20730	25420	32290	38460		
39-9099	Personal Care and Service Workers, All Other	detailed	54520	2.5	13.20	27460	1.0	8.89	9.96	12.22	15.52	18.49	18490	20730	25420	32290	38460		
41-0000	Sales and Related Occupations	major	14536530	0.2	19.50	40560	0.2	8.72	9.72	12.78	22.23	37.65	18150	20210	26590	46230	78300		
41-1000	Supervisors of Sales Workers	minor	1446900	0.4	24.63	51230	0.2	12.20	15.35	20.31	28.52	40.82	25380	31920	42250	59320	84900		
41-1010	First-Line Supervisors of Sales Workers	broad	1446900	0.4	24.63	51230	0.2	12.20	15.35	20.31	28.52	40.82	25380	31920	42250	59320	84900		
41-1011	First-Line Supervisors of Retail Sales Workers	detailed	1194220	0.4	21.11	43910	0.2	11.79	14.60	18.77	24.64	31.96	24530	30370	39040	51250	66480		
41-1012	First-Line Supervisors of Non-Retail Sales Workers	detailed	252670	0.7	41.27	85830	0.5	18.14	25.35	35.17	49.93	72.31	37730	52730	73150	103840	150400		
41-2000	Retail Sales Workers	minor	8791750	0.2	12.14	25250	0.2	8.43	9.14	10.37	12.98	18.11	17530	19010	21570	27000	37670		
41-2010	Cashiers	broad	3564130	0.4	10.44	21710	0.2	8.24	8.88	9.71	11.34	13.87	17140	18460	20200	23600	28840		
41-2011	Cashiers	detailed	3541010	0.4	10.43	21680	0.2	8.24	8.87	9.70	11.33	13.83	17140	18450	20180	23570	28760		
41-2012	Gaming Change Persons and Booth Cashiers	detailed	23120	5.4	12.47	25940	0.9	8.89	9.85	11.44	14.29	17.95	18500	20480	23780	29720	37330		
41-2020	Counter and Rental Clerks and Parts Salespersons	broad	699070	0.7	14.79	30750	0.3	8.92	10.10	12.99	17.62	23.68	18560	21010	27030	36650	49240		
41-2021	Counter and Rental Clerks	detailed	450330	1.0	14.13	29390	0.4	8.82	10.00	12.29	16.51	22.47	18350	20800	25550	34340	46740		
41-2022	Parts Salespersons	detailed	248740	1.2	15.97	33220	0.5	9.18	10.89	14.32	19.18	25.21	19090	22660	29780	39890	52430		
41-2030	Retail Salespersons	broad	4528550	0.4	13.07	27180	0.2	8.56	9.33	10.90	14.17	19.91	17810	19410	22680	29480	41420		
41-2031	Retail Salespersons	detailed	4528550	0.4	13.07	27180	0.2	8.56	9.33	10.90	14.17	19.91	17810	19410	22680	29480	41420		
41-3000	Sales Representatives, Services	minor	1903140	0.5	33.90	70510	0.6	12.69	17.28	25.29	39.27	64.26	26400	35950	52600	81680	133660		
41-3010	Advertising Sales Agents	broad	141100	1.7	30.61	63660	1.2	11.69	16.53	24.22	36.56	55.49	24320	34380	50380	76050	115430		
41-3011	Advertising Sales Agents	detailed	141100	1.7	30.61	63660	1.2	11.69	16.53	24.22	36.56	55.49	24320	34380	50380	76050	115430		
41-3020	Insurance Sales Agents	broad	385700	1.1	32.58	67760	0.9	13.19	17.07	24.03	37.09	61.57	27430	35500	49990	77140	128070		
41-3021	Insurance Sales Agents	detailed	385700	1.1	32.58	67760	0.9	13.19	17.07	24.03	37.09	61.57	27430	35500	49990	77140	128070		
41-3030	Securities, Commodities, and Financial Services Sales Agents	broad	353780	1.2	49.17	102260	1.6	16.03	19.73	32.36	63.07	#	33340	41040	67310	131180	#		
41-3031	Securities, Commodities, and Financial Services Sales Agents	detailed	353780	1.2	49.17	102260	1.6	16.03	19.73	32.36	63.07	#	33340	41040	67310	131180	#		
41-3040	Travel Agents	broad	68680	2.0	19.18	39900	1.0	9.94	12.99	17.53	23.36	29.75	20670	27030	36460	48600	61890		
41-3041	Travel Agents	detailed	68680	2.0	19.18	39900	1.0	9.94	12.99	17.53	23.36	29.75	20670	27030	36460	48600	61890		
41-3090	Miscellaneous Sales Representatives, Services	broad	953870	0.7	30.32	63070	0.4	12.02	16.94	25.23	37.19	54.78	25000	35230	52490	77360	113950		
41-3099	Sales Representatives, Services, All Other	detailed	953870	0.7	30.32	63070	0.4	12.02	16.94	25.23	37.19	54.78	25000	35230	52490	77360	113950		
41-4000	Sales Representatives, Wholesale and Manufacturing	minor	1732420	0.5	35.12	73060	0.4	13.96	20.00	29.10	43.17	62.47	29040	41590	60530	89800	129940		
41-4010	Sales Representatives, Wholesale and Manufacturing	broad	1732420	0.5	35.12	73060	0.4	13.96	20.00	29.10	43.17	62.47	29040	41590	60530	89800	129940		
41-4011	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	detailed	328370	1.7	44.67	92910	0.9	19.20	26.56	37.97	56.16	77.38	39930	55250	78980	116800	160940		
41-4012	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	detailed	1404050	0.5	32.89	68410	0.3	13.22	18.92	27.47	39.68	58.21	27500	39350	57140	82520	121080		
41-9000	Other Sales and Related Workers	minor	662330	1.1	23.77	49440	0.8	9.37	11.21	15.65	27.95	49.24	19490	23310	32550	58130	102430		
41-9010	Models, Demonstrators, and Product Promoters	broad	90890	3.8	14.84	30860	1.5	9.23	10.41	12.30	17.28	23.42	19200	21650	25580	35930	48710		
41-9011	Demonstrators and Product Promoters	detailed	86500	3.9	14.70	30570	1.6	9.34	10.50	12.31	17.12	23.31	19420	21830	25610	35610	48480		
41-9012	Models	detailed	4390	15.6	17.58	36560	7.4	8.29	9.14	10.51	19.94	25.19	17240	19010	21870	41470	52390		
41-9020	Real Estate Brokers and Sales Agents	broad	192690	1.4	30.57	63590	1.3	10.84	14.71	22.32	36.40	60.00	22540	30600	46410	75710	124800		
41-9021	Real Estate Brokers	detailed	40850	3.1	38.14	79340	2.9	11.72	16.44	27.30	45.69	78.01	24370	34190	56790	95030	162260		
41-9022	Real Estate Sales Agents	detailed	151840	1.7	28.54	59360	1.4	10.69	14.39	21.20	34.16	54.12	22230	29940	44090	71060	112570		
41-9030	Sales Engineers	broad	74330	2.4	52.35	108880	1.0	27.40	35.77	48.08	63.50	80.05	56990	74400	100000	132080	166500		
41-9031	Sales Engineers	detailed	74330	2.4	52.35	108880	1.0	27.40	35.77	48.08	63.50	80.05	56990	74400	100000	132080	166500		
41-9040	Telemarketers	broad	215290	2.4	13.06	27170	0.7	8.81	9.80	11.69	14.66	18.90	18330	20370	24300	30480	39310		
41-9041	Telemarketers	detailed	215290	2.4	13.06	27170	0.7	8.81	9.80	11.69	14.66	18.90	18330	20370	24300	30480	39310		
41-9090	Miscellaneous Sales and Related Workers	broad	89120	1.7	20.19	42000	0.8	9.89	12.24	17.25	24.75	34.15	20570	25450	35880	51480	71040		
41-9091	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	detailed	8040	8.8	13.76	28630	2.7	9.19	10.09	11.70	14.82	22.76	19120	20990	24330	30820	47340		
41-9099	Sales and Related Workers, All Other	detailed	81080	1.7	20.83	43330	0.8	10.01	12.88	17.88	25.55	35.10	20810	26780	37190	53150	73000		
43-0000	Office and Administrative Support Occupations	major	22026080	0.2	17.91	37260	0.1	9.95	12.39	16.37	21.90	28.46	20700	25760	34050	45550	59190		
43-1000	Supervisors of Office and Administrative Support Workers	minor	1443150	0.3	27.83	57890	0.1	15.84	20.15	26.12	33.30	42.16	32950	41910	54340	69260	87690		
43-1010	First-Line Supervisors of Office and Administrative Support Workers	broad	1443150	0.3	27.83	57890	0.1	15.84	20.15	26.12	33.30	42.16	32950	41910	54340	69260	87690		
43-1011	First-Line Supervisors of Office and Administrative Support Workers	detailed	1443150	0.3	27.83	57890	0.1	15.84	20.15	26.12	33.30	42.16	32950	41910	54340	69260	87690		
43-2000	Communications Equipment Operators	minor	101910	2.1	14.97	31130	1.5	9.70	11.21	13.77	17.31	22.47	20180	23320	28640	36000	46750		
43-2010	Switchboard Operators, Including Answering Service	broad	90910	1.9	14.29	29720	0.5	9.60	11.05	13.47	16.60	20.23	19960	22970	28030	34530	42090		
43-2011	Switchboard Operators, Including Answering Service	detailed	90910	1.9	14.29	29720	0.5	9.60	11.05	13.47	16.60	20.23	19960	22970	28030	34530	42090		
43-2020	Telephone Operators	broad	8860	14.2	20.69	43030	6.9	10.96	13.55	17.79	27.05	31.84	22790	28180	37000	56270	66230		
43-2021	Telephone Operators	detailed	8860	14.2	20.69	43030	6.9	10.96	13.55	17.79	27.05	31.84	22790	28180	37000	56270	66230		
43-2090	Miscellaneous Communications Equipment Operators	broad	2150	5.9	20.15	41910	2.9	11.99	14.33	19.06	25.06	29.67	24940	29810	39640	52130	61720		
43-2099	Communications Equipment Operators, All Other	detailed	2150	5.9	20.15	41910	2.9	11.99	14.33	19.06	25.06	29.67	24940	29810	39640	52130	61720		
43-3000	Financial Clerks	minor	3133030	0.3	18.17	37790	0.1	10.93	13.57	17.23	21.92	27.07	22740	28220	35840	45590	56310		
43-3010	Bill and Account Collectors	broad	298960	1.4	18.09	37620	0.4	11.35	13.68	17.00	21.22	26.43	23610	28460	35350	44140	54970		
43-3011	Bill and Account Collectors	detailed	298960	1.4	18.09	37620	0.4	11.35	13.68	17.00	21.22	26.43	23610	28460	35350	44140	54970		
43-3020	Billing and Posting Clerks	broad	485220	0.8	18.06	37570	0.2	12.23	14.40	17.38	21.11	25.07	25450	29950	36150	43910	52150		
43-3021	Billing and Posting Clerks	detailed	485220	0.8	18.06	37570	0.2	12.23	14.40	17.38	21.11	25.07	25450	29950	36150	43910	52150		
43-3030	Bookkeeping, Accounting, and Auditing Clerks	broad	1566960	0.4	19.34	40220	0.1	11.48	14.73	18.46	23.29	28.67	23880	30640	38390	48440	59630		
43-3031	Bookkeeping, Accounting, and Auditing Clerks	detailed	1566960	0.4	19.34	40220	0.1	11.48	14.73	18.46	23.29	28.67	23880	30640	38390	48440	59630		
43-3040	Gaming Cage Workers	broad	18810	6.7	13.52	28120	0.9	9.49	10.52	12.49	15.79	19.54	19750	21880	25990	32840	40640		
43-3041	Gaming Cage Workers	detailed	18810	6.7	13.52	28120	0.9	9.49	10.52	12.49	15.79	19.54	19750	21880	25990	32840	40640		
43-3050	Payroll and Timekeeping Clerks	broad	159650	0.8	20.95	43580	0.3	13.08	16.39	20.38	24.75	29.82	27200	34100	42390	51480	62030		
43-3051	Payroll and Timekeeping Clerks	detailed	159650	0.8	20.95	43580	0.3	13.08	16.39	20.38	24.75	29.82	27200	34100	42390	51480	62030		
43-3060	Procurement Clerks	broad	72120	1.4	20.18	41980	0.4	12.92	16.13	19.91	23.74	27.94	26880	33560	41410	49390	58110		
43-3061	Procurement Clerks	detailed	72120	1.4	20.18	41980	0.4	12.92	16.13	19.91	23.74	27.94	26880	33560	41410	49390	58110		
43-3070	Tellers	broad	496760	0.7	13.49	28060	0.2	10.01	11.17	13.11	15.14	18.15	20810	23230	27260	31500	37760		
43-3071	Tellers	detailed	496760	0.7	13.49	28060	0.2	10.01	11.17	13.11	15.14	18.15	20810	23230	27260	31500	37760		
43-3090	Miscellaneous Financial Clerks	broad	34540	4.1	20.13	41870	0.8	12.56	15.45	19.01	23.83	29.30	26120	32140	39540	49570	60950		
43-3099	Financial Clerks, All Other	detailed	34540	4.1	20.13	41870	0.8	12.56	15.45	19.01	23.83	29.30	26120	32140	39540	49570	60950		
43-4000	Information and Record Clerks	minor	5630810	0.3	16.53	34370	0.1	9.80	11.93	15.24	19.64	25.08	20380	24810	31690	40850	52170		
43-4010	Brokerage Clerks	broad	59820	2.3	25.18	52380	0.6	15.91	19.29	23.65	29.39	36.73	33100	40130	49200	61130	76390		
43-4011	Brokerage Clerks	detailed	59820	2.3	25.18	52380	0.6	15.91	19.29	23.65	29.39	36.73	33100	40130	49200	61130	76390		
43-4020	Correspondence Clerks	broad	6780	5.4	18.11	37660	1.3	11.70	14.05	17.49	21.70	25.78	24340	29230	36370	45140	53630		
43-4021	Correspondence Clerks	detailed	6780	5.4	18.11	37660	1.3	11.70	14.05	17.49	21.70	25.78	24340	29230	36370	45140	53630		
43-4030	Court, Municipal, and License Clerks	broad	128620	0.9	18.83	39160	0.7	11.48	14.06	17.63	22.38	27.61	23880	29250	36670	46540	57420		
43-4031	Court, Municipal, and License Clerks	detailed	128620	0.9	18.83	39160	0.7	11.48	14.06	17.63	22.38	27.61	23880	29250	36670	46540	57420		
43-4040	Credit Authorizers, Checkers, and Clerks	broad	37680	4.9	18.91	39320	0.7	11.97	14.26	17.75	22.65	28.27	24890	29650	36930	47100	58800		
43-4041	Credit Authorizers, Checkers, and Clerks	detailed	37680	4.9	18.91	39320	0.7	11.97	14.26	17.75	22.65	28.27	24890	29650	36930	47100	58800		
43-4050	Customer Service Representatives	broad	2707040	0.5	16.91	35170	0.2	10.01	12.27	15.53	19.92	25.83	20810	25520	32300	41430	53730		
43-4051	Customer Service Representatives	detailed	2707040	0.5	16.91	35170	0.2	10.01	12.27	15.53	19.92	25.83	20810	25520	32300	41430	53730		
43-4060	Eligibility Interviewers, Government Programs	broad	135940	0.9	20.94	43550	0.6	14.26	16.55	20.84	25.17	28.27	29660	34420	43350	52350	58810		
43-4061	Eligibility Interviewers, Government Programs	detailed	135940	0.9	20.94	43550	0.6	14.26	16.55	20.84	25.17	28.27	29660	34420	43350	52350	58810		
43-4070	File Clerks	broad	130950	1.3	15.03	31260	0.4	9.53	11.14	13.99	17.85	22.79	19830	23170	29090	37130	47410		
43-4071	File Clerks	detailed	130950	1.3	15.03	31260	0.4	9.53	11.14	13.99	17.85	22.79	19830	23170	29090	37130	47410		
43-4080	Hotel, Motel, and Resort Desk Clerks	broad	248440	0.9	11.32	23530	0.4	8.40	9.22	10.61	12.38	15.31	17470	19190	22070	25750	31850		
43-4081	Hotel, Motel, and Resort Desk Clerks	detailed	248440	0.9	11.32	23530	0.4	8.40	9.22	10.61	12.38	15.31	17470	19190	22070	25750	31850		
43-4110	Interviewers, Except Eligibility and Loan	broad	186030	1.5	16.17	33640	0.5	10.29	12.64	15.46	18.87	23.28	21400	26290	32150	39250	48420		
43-4111	Interviewers, Except Eligibility and Loan	detailed	186030	1.5	16.17	33640	0.5	10.29	12.64	15.46	18.87	23.28	21400	26290	32150	39250	48420		
43-4120	Library Assistants, Clerical	broad	98560	1.4	13.20	27450	0.5	8.76	9.71	12.12	15.58	19.49	18220	20190	25220	32400	40540		
43-4121	Library Assistants, Clerical	detailed	98560	1.4	13.20	27450	0.5	8.76	9.71	12.12	15.58	19.49	18220	20190	25220	32400	40540		
43-4130	Loan Interviewers and Clerks	broad	224340	1.6	19.37	40300	0.4	11.88	14.96	18.57	23.22	28.19	24710	31110	38630	48310	58630		
43-4131	Loan Interviewers and Clerks	detailed	224340	1.6	19.37	40300	0.4	11.88	14.96	18.57	23.22	28.19	24710	31110	38630	48310	58630		
43-4140	New Accounts Clerks	broad	41630	2.7	17.54	36480	0.6	12.50	14.13	16.82	19.84	24.04	25990	29390	34990	41260	50010		
43-4141	New Accounts Clerks	detailed	41630	2.7	17.54	36480	0.6	12.50	14.13	16.82	19.84	24.04	25990	29390	34990	41260	50010		
43-4150	Order Clerks	broad	176850	1.6	16.90	35160	0.5	10.01	12.48	16.04	20.20	25.06	20820	25960	33370	42010	52130		
43-4151	Order Clerks	detailed	176850	1.6	16.90	35160	0.5	10.01	12.48	16.04	20.20	25.06	20820	25960	33370	42010	52130		
43-4160	Human Resources Assistants, Except Payroll and Timekeeping	broad	137150	0.7	19.28	40100	0.2	12.43	15.48	18.76	22.86	27.13	25860	32190	39020	47560	56440		
43-4161	Human Resources Assistants, Except Payroll and Timekeeping	detailed	137150	0.7	19.28	40100	0.2	12.43	15.48	18.76	22.86	27.13	25860	32190	39020	47560	56440		
43-4170	Receptionists and Information Clerks	broad	997770	0.5	14.00	29120	0.2	9.39	10.91	13.42	16.48	19.41	19530	22700	27920	34280	40380		
43-4171	Receptionists and Information Clerks	detailed	997770	0.5	14.00	29120	0.2	9.39	10.91	13.42	16.48	19.41	19530	22700	27920	34280	40380		
43-4180	Reservation and Transportation Ticket Agents and Travel Clerks	broad	146350	2.9	18.29	38050	1.1	10.31	12.42	16.94	24.75	28.49	21440	25840	35230	51490	59270		
43-4181	Reservation and Transportation Ticket Agents and Travel Clerks	detailed	146350	2.9	18.29	38050	1.1	10.31	12.42	16.94	24.75	28.49	21440	25840	35230	51490	59270		
43-4190	Miscellaneous Information and Record Clerks	broad	166850	1.2	19.28	40090	0.3	11.94	14.79	18.87	23.10	27.24	24830	30760	39260	48040	56650		
43-4199	Information and Record Clerks, All Other	detailed	166850	1.2	19.28	40090	0.3	11.94	14.79	18.87	23.10	27.24	24830	30760	39260	48040	56650		
43-5000	Material Recording, Scheduling, Dispatching, and Distributing Workers	minor	4101520	0.3	16.42	34150	0.2	9.24	10.81	14.63	20.20	27.87	19220	22490	30430	42010	57970		
43-5010	Cargo and Freight Agents	broad	88920	2.8	21.27	44250	0.9	11.86	15.69	20.15	25.53	30.93	24660	32630	41920	53100	64340		
43-5011	Cargo and Freight Agents	detailed	88920	2.8	21.27	44250	0.9	11.86	15.69	20.15	25.53	30.93	24660	32630	41920	53100	64340		
43-5020	Couriers and Messengers	broad	74120	2.5	14.39	29920	0.7	9.26	10.74	13.54	17.21	21.37	19260	22330	28170	35800	44440		
43-5021	Couriers and Messengers	detailed	74120	2.5	14.39	29920	0.7	9.26	10.74	13.54	17.21	21.37	19260	22330	28170	35800	44440		
43-5030	Dispatchers	broad	293090	0.9	19.79	41150	0.4	11.42	14.29	18.40	23.84	30.12	23760	29710	38260	49590	62640		
43-5031	Police, Fire, and Ambulance Dispatchers	detailed	95170	0.9	19.74	41070	0.4	12.07	14.82	18.69	23.83	29.46	25100	30830	38870	49570	61270		
43-5032	Dispatchers, Except Police, Fire, and Ambulance	detailed	197910	1.2	19.80	41190	0.6	11.18	14.04	18.24	23.85	30.49	23260	29200	37940	49600	63420		
43-5040	Meter Readers, Utilities	broad	34070	3.4	20.14	41890	0.8	11.03	13.77	18.72	25.24	31.72	22950	28630	38940	52500	65970		
43-5041	Meter Readers, Utilities	detailed	34070	3.4	20.14	41890	0.8	11.03	13.77	18.72	25.24	31.72	22950	28630	38940	52500	65970		
43-5050	Postal Service Workers	broad	521750	0.0	24.07	50070	0.3	16.06	17.70	27.30	28.77	28.78	33410	36820	56790	59850	59860		
43-5051	Postal Service Clerks	detailed	82030	0.0	23.25	48360	0.2	15.63	19.13	27.30	27.31	27.88	32520	39790	56790	56800	57990		
43-5052	Postal Service Mail Carriers	detailed	328950	0.0	24.33	50610	0.2	16.07	17.69	27.94	28.78	29.37	33420	36800	58110	59860	61100		
43-5053	Postal Service Mail Sorters, Processors, and Processing Machine Operators	detailed	110770	0.0	23.90	49710	0.4	15.63	18.39	27.03	27.31	27.55	32510	38250	56220	56800	57300		
43-5060	Production, Planning, and Expediting Clerks	broad	321780	0.7	23.58	49050	0.3	13.53	17.20	22.48	28.64	35.74	28140	35770	46760	59560	74340		
43-5061	Production, Planning, and Expediting Clerks	detailed	321780	0.7	23.58	49050	0.3	13.53	17.20	22.48	28.64	35.74	28140	35770	46760	59560	74340		
43-5070	Shipping, Receiving, and Traffic Clerks	broad	676990	0.8	15.94	33150	0.2	10.10	12.11	14.99	18.75	23.44	21010	25190	31180	39010	48760		
43-5071	Shipping, Receiving, and Traffic Clerks	detailed	676990	0.8	15.94	33150	0.2	10.10	12.11	14.99	18.75	23.44	21010	25190	31180	39010	48760		
43-5080	Stock Clerks and Order Fillers	broad	2016340	0.5	12.82	26670	0.2	8.74	9.71	11.46	14.79	19.11	18190	20190	23840	30760	39750		
43-5081	Stock Clerks and Order Fillers	detailed	2016340	0.5	12.82	26670	0.2	8.74	9.71	11.46	14.79	19.11	18190	20190	23840	30760	39750		
43-5110	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	broad	74460	2.1	14.94	31080	0.5	9.43	10.82	13.84	17.92	22.73	19610	22510	28790	37260	47280		
43-5111	Weighers, Measurers, Checkers, and Samplers, Recordkeeping	detailed	74460	2.1	14.94	31080	0.5	9.43	10.82	13.84	17.92	22.73	19610	22510	28790	37260	47280		
43-6000	Secretaries and Administrative Assistants	minor	3675140	0.3	19.39	40330	0.1	11.02	13.93	17.90	23.48	29.92	22930	28960	37230	48830	62230		
43-6010	Secretaries and Administrative Assistants	broad	3675140	0.3	19.39	40330	0.1	11.02	13.93	17.90	23.48	29.92	22930	28960	37230	48830	62230		
43-6011	Executive Secretaries and Executive Administrative Assistants	detailed	631610	0.6	27.84	57910	0.2	16.77	21.04	26.86	33.74	39.94	34880	43770	55860	70190	83070		
