OCC_CODE	OCC_TITLE	OCC_GROUP	TOT_EMP	EMP_PRSE	H_MEAN	A_MEAN	MEAN_PRSE	H_PCT10	H_PCT25	H_MEDIAN	H_PCT75	H_PCT90	A_PCT10	A_PCT25	A_MEDIAN	A_PCT75	A_PCT90	ANNUAL	HOURLY
37-2010	Building Cleaning Workers	broad	3,101,400	0.3	12.55	26,090	0.2	8.55	9.43	11.26	14.53	18.82	17,780	19,610	23,420	30,210	39,140		
37-2011	Janitors and Cleaners, Except Maids and Housekeeping Cleaners	detailed	2,161,740	0.5	12.99	27,030	0.3	8.65	9.62	11.63	15.14	19.60	18,000	20,000	24,190	31,490	40,760		
37-2012	Maids and Housekeeping Cleaners	detailed	924,640	0.8	11.46	23,830	0.4	8.35	9.11	10.49	12.68	16.55	17,370	18,960	21,820	26,370	34,430		
37-2019	Building Cleaning Workers, All Other	detailed	15,020	12.5	14.88	30,960	2.8	9.34	11.01	14.28	17.96	21.70	19,430	22,900	29,700	37,360	45,140		
37-2020	Pest Control Workers	broad	72,830	2.0	16.84	35,020	0.9	10.40	12.86	15.88	19.84	24.48	21,630	26,740	33,040	41,270	50,920		
37-2021	Pest Control Workers	detailed	72,830	2.0	16.84	35,020	0.9	10.40	12.86	15.88	19.84	24.48	21,630	26,740	33,040	41,270	50,920		
37-3000	Grounds Maintenance Workers	minor	987,670	0.5	14.02	29,170	0.3	9.26	10.58	12.90	16.30	20.71	19,270	22,010	26,830	33,900	43,070		
37-3010	Grounds Maintenance Workers	broad	987,670	0.5	14.02	29,170	0.3	9.26	10.58	12.90	16.30	20.71	19,270	22,010	26,830	33,900	43,070		
37-3011	Landscaping and Groundskeeping Workers	detailed	906,570	0.6	13.73	28,560	0.3	9.21	10.48	12.65	15.76	19.74	19,160	21,800	26,320	32,790	41,070		
37-3012	Pesticide Handlers, Sprayers, and Applicators, Vegetation	detailed	25,230	4.9	17.17	35,720	1.2	11.12	13.34	16.22	19.52	24.53	23,130	27,750	33,740	40,610	51,030		
37-3013	Tree Trimmers and Pruners	detailed	40,680	6.2	17.94	37,310	1.4	11.03	13.51	16.84	21.79	27.39	22,950	28,100	35,030	45,330	56,970		
37-3019	Grounds Maintenance Workers, All Other	detailed	15,170	6.1	15.83	32,930	2.1	9.15	10.51	13.69	19.19	27.13	19,020	21,870	28,470	39,920	56,430		
39-0000	Personal Care and Service Occupations	major	4,514,960	0.4	12.74	26,510	0.2	8.45	9.29	10.92	14.02	19.47	17,590	19,320	22,710	29,170	40,490		
39-1000	Supervisors of Personal Care and Service Workers	minor	220,200	0.9	19.66	40,880	0.4	10.97	13.83	18.12	23.93	30.44	22,810	28,770	37,690	49,770	63,320		
39-1010	First-Line Supervisors of Gaming Workers	broad	29,780	2.5	22.88	47,590	1.2	11.84	16.51	22.50	28.55	34.64	24,630	34,340	46,810	59,390	72,050		
39-1011	Gaming Supervisors	detailed	22,130	2.6	24.43	50,810	1.2	13.77	18.48	24.29	29.57	35.89	28,640	38,450	50,520	61,500	74,660		
39-1012	Slot Supervisors	detailed	7,640	4.1	18.41	38,300	1.2	10.01	12.46	17.35	23.05	29.15	20,810	25,910	36,080	47,950	60,630		
39-1020	First-Line Supervisors of Personal Service Workers	broad	190,420	0.9	19.15	39,830	0.4	10.90	13.60	17.65	23.15	29.74	22,660	28,280	36,700	48,160	61,850		
39-1021	First-Line Supervisors of Personal Service Workers	detailed	190,420	0.9	19.15	39,830	0.4	10.90	13.60	17.65	23.15	29.74	22,660	28,280	36,700	48,160	61,850		
39-2000	Animal Care and Service Workers	minor	200,950	1.3	12.07	25,110	0.5	8.46	9.21	10.69	13.33	17.97	17,600	19,160	22,230	27,730	37,370		
39-2010	Animal Trainers	broad	13,590	4.0	16.62	34,580	2.2	9.01	10.38	13.31	19.58	27.91	18,740	21,590	27,690	40,740	58,050		
39-2011	Animal Trainers	detailed	13,590	4.0	16.62	34,580	2.2	9.01	10.38	13.31	19.58	27.91	18,740	21,590	27,690	40,740	58,050		
39-2020	Nonfarm Animal Caretakers	broad	187,360	1.4	11.74	24,420	0.5	8.44	9.17	10.57	12.95	17.24	17,550	19,080	21,990	26,940	35,860		
39-2021	Nonfarm Animal Caretakers	detailed	187,360	1.4	11.74	24,420	0.5	8.44	9.17	10.57	12.95	17.24	17,550	19,080	21,990	26,940	35,860		
39-3000	Entertainment Attendants and Related Workers	minor	567,550	2.0	10.89	22,660	0.4	8.22	8.83	9.67	11.55	15.06	17,090	18,370	20,110	24,030	31,320		
39-3010	Gaming Services Workers	broad	118,170	2.5	11.06	23,000	1.0	8.07	8.71	9.46	11.42	17.14	16,780	18,120	19,670	23,750	35,660		
39-3011	Gaming Dealers	detailed	94,570	2.6	10.57	21,990	1.2	7.99	8.61	9.27	10.19	15.28	16,630	17,900	19,290	21,200	31,780		
39-3012	Gaming and Sports Book Writers and Runners	detailed	11,460	7.6	12.36	25,710	1.7	8.57	9.35	10.87	13.93	19.00	17,820	19,440	22,600	28,970	39,520		
39-3019	Gaming Service Workers, All Other	detailed	12,140	6.8	13.61	28,300	1.7	8.70	10.00	11.96	15.41	20.29	18,090	20,800	24,880	32,060	42,200		
39-3020	Motion Picture Projectionists	broad	5,480	7.2	11.90	24,750	1.9	8.49	9.09	10.62	13.35	16.84	17,660	18,920	22,100	27,770	35,030		
39-3021	Motion Picture Projectionists	detailed	5,480	7.2	11.90	24,750	1.9	8.49	9.09	10.62	13.35	16.84	17,660	18,920	22,100	27,770	35,030		
39-3030	Ushers, Lobby Attendants, and Ticket Takers	broad	117,920	2.4	10.45	21,740	0.6	8.16	8.78	9.58	11.28	14.28	16,970	18,270	19,920	23,470	29,690		
39-3031	Ushers, Lobby Attendants, and Ticket Takers	detailed	117,920	2.4	10.45	21,740	0.6	8.16	8.78	9.58	11.28	14.28	16,970	18,270	19,920	23,470	29,690		
39-3090	Miscellaneous Entertainment Attendants and Related Workers	broad	325,970	2.9	10.98	22,830	0.5	8.29	8.90	9.91	11.64	14.97	17,250	18,510	20,610	24,210	31,130		
39-3091	Amusement and Recreation Attendants	detailed	286,740	3.1	10.58	22,000	0.5	8.26	8.85	9.69	11.38	14.26	17,190	18,410	20,160	23,660	29,660		
39-3092	Costume Attendants	detailed	6,640	12.5	24.27	50,470	3.2	10.01	14.39	22.07	31.79	41.97	20,820	29,940	45,900	66,120	87,310		
39-3093	Locker Room, Coatroom, and Dressing Room Attendants	detailed	18,040	4.1	11.73	24,390	1.1	8.44	9.11	10.44	13.50	17.35	17,560	18,950	21,720	28,090	36,100		
39-3099	Entertainment Attendants and Related Workers, All Other	detailed	14,550	3.1	11.83	24,610	0.6	8.60	9.51	11.19	13.49	15.38	17,880	19,770	23,270	28,070	32,000		
39-4000	Funeral Service Workers	minor	65,330	1.7	18.70	38,890	1.1	9.20	11.19	15.42	23.32	32.33	19,130	23,280	32,080	48,500	67,240		
39-4010	Embalmers	broad	3,710	7.2	20.32	42,260	1.9	12.01	14.98	19.30	24.72	30.33	24,970	31,150	40,150	51,410	63,090		
39-4011	Embalmers	detailed	3,710	7.2	20.32	42,260	1.9	12.01	14.98	19.30	24.72	30.33	24,970	31,150	40,150	51,410	63,090		
39-4020	Funeral Attendants	broad	35,770	2.4	13.03	27,110	0.9	8.70	9.84	11.94	15.07	19.09	18,100	20,460	24,830	31,360	39,720		
39-4021	Funeral Attendants	detailed	35,770	2.4	13.03	27,110	0.9	8.70	9.84	11.94	15.07	19.09	18,100	20,460	24,830	31,360	39,720		
39-4030	Morticians, Undertakers, and Funeral Directors	broad	25,850	2.7	26.30	54,700	1.5	13.44	17.67	24.08	31.79	40.38	27,950	36,750	50,090	66,130	83,980		
39-4031	Morticians, Undertakers, and Funeral Directors	detailed	25,850	2.7	26.30	54,700	1.5	13.44	17.67	24.08	31.79	40.38	27,950	36,750	50,090	66,130	83,980		
39-5000	Personal Appearance Workers	minor	521,740	0.7	14.04	29,190	0.6	8.70	9.46	11.48	15.92	22.97	18,090	19,670	23,880	33,110	47,770		
39-5010	Barbers, Hairdressers, Hairstylists and Cosmetologists	broad	368,280	1.2	14.23	29,600	0.7	8.63	9.41	11.68	16.52	23.53	17,940	19,570	24,300	34,350	48,940		
39-5011	Barbers	detailed	15,900	11.0	14.38	29,900	2.5	8.76	9.78	12.38	17.80	22.79	18,210	20,350	25,760	37,020	47,400		
39-5012	Hairdressers, Hairstylists, and Cosmetologists	detailed	352,380	1.2	14.23	29,590	0.7	8.62	9.40	11.66	16.43	23.58	17,930	19,550	24,260	34,170	49,050		
39-5090	Miscellaneous Personal Appearance Workers	broad	153,460	2.2	13.56	28,210	1.0	8.91	9.58	11.12	14.68	21.16	18,540	19,940	23,130	30,530	44,010		
39-5091	Makeup Artists, Theatrical and Performance	detailed	3,600	6.0	34.42	71,590	3.3	10.88	18.24	29.31	51.00	60.08	22,630	37,940	60,970	106,070	124,960		
39-5092	Manicurists and Pedicurists	detailed	90,630	3.6	11.70	24,330	1.0	9.04	9.57	10.65	12.71	16.15	18,800	19,910	22,150	26,440	33,590		
39-5093	Shampooers	detailed	15,240	5.5	10.08	20,960	1.1	8.41	8.91	9.47	10.94	12.38	17,480	18,530	19,700	22,760	25,750		
39-5094	Skincare Specialists	detailed	43,980	3.5	16.91	35,160	1.6	8.96	10.56	14.55	20.58	28.74	18,640	21,960	30,270	42,810	59,780		
39-6000	Baggage Porters, Bellhops, and Concierges	minor	76,760	2.4	13.28	27,630	0.8	8.75	9.75	11.88	15.50	19.61	18,200	20,270	24,710	32,250	40,790		
39-6010	Baggage Porters, Bellhops, and Concierges	broad	76,760	2.4	13.28	27,630	0.8	8.75	9.75	11.88	15.50	19.61	18,200	20,270	24,710	32,250	40,790		
39-6011	Baggage Porters and Bellhops	detailed	44,750	3.7	11.97	24,910	0.9	8.51	9.18	10.70	13.67	17.36	17,690	19,090	22,260	28,440	36,110		
39-6012	Concierges	detailed	32,020	3.0	15.11	31,440	1.0	9.89	11.24	14.06	18.03	22.48	20,560	23,380	29,250	37,500	46,750		
39-7000	Tour and Travel Guides	minor	41,690	2.7	13.78	28,670	0.9	8.82	9.99	12.20	16.31	21.52	18,350	20,770	25,370	33,920	44,760		
39-7010	Tour and Travel Guides	broad	41,690	2.7	13.78	28,670	0.9	8.82	9.99	12.20	16.31	21.52	18,350	20,770	25,370	33,920	44,760		
39-7011	Tour Guides and Escorts	detailed	38,660	2.9	13.51	28,100	0.9	8.80	9.90	11.98	15.87	20.70	18,300	20,600	24,920	33,010	43,060		
39-7012	Travel Guides	detailed	3,030	9.6	17.28	35,930	2.7	9.15	12.02	15.44	21.21	28.08	19,030	25,000	32,100	44,110	58,400		
39-9000	Other Personal Care and Service Workers	minor	2,820,750	0.5	12.22	25,410	0.3	8.41	9.29	10.83	13.28	17.84	17,490	19,320	22,520	27,620	37,100		
39-9010	Childcare Workers	broad	569,370	1.0	11.02	22,930	0.6	8.26	8.98	10.18	12.25	15.25	17,190	18,680	21,170	25,490	31,710		
39-9011	Childcare Workers	detailed	569,370	1.0	11.02	22,930	0.6	8.26	8.98	10.18	12.25	15.25	17,190	18,680	21,170	25,490	31,710		
39-9020	Personal Care Aides	broad	1,492,250	0.8	10.92	22,710	0.3	8.32	9.22	10.54	11.95	14.31	17,310	19,180	21,920	24,860	29,760		
39-9021	Personal Care Aides	detailed	1,492,250	0.8	10.92	22,710	0.3	8.32	9.22	10.54	11.95	14.31	17,310	19,180	21,920	24,860	29,760		
39-9030	Recreation and Fitness Workers	broad	594,280	0.8	16.33	33,970	0.5	8.83	10.00	13.25	19.90	28.48	18,360	20,810	27,570	41,400	59,230		
39-9031	Fitness Trainers and Aerobics Instructors	detailed	257,410	1.3	20.57	42,780	0.8	9.21	11.60	18.34	26.45	35.09	19,150	24,120	38,160	55,010	72,980		
39-9032	Recreation Workers	detailed	336,880	1.0	13.09	27,230	0.3	8.66	9.51	11.48	15.05	20.03	18,000	19,780	23,870	31,310	41,660		
39-9040	Residential Advisors	broad	110,330	2.0	13.31	27,690	0.6	8.81	10.11	12.29	15.25	19.21	18,330	21,020	25,570	31,720	39,960		
39-9041	Residential Advisors	detailed	110,330	2.0	13.31	27,690	0.6	8.81	10.11	12.29	15.25	19.21	18,330	21,020	25,570	31,720	39,960		
39-9090	Miscellaneous Personal Care and Service Workers	broad	54,520	2.5	13.20	27,460	1.0	8.89	9.96	12.22	15.52	18.49	18,490	20,730	25,420	32,290	38,460		
39-9099	Personal Care and Service Workers, All Other	detailed	54,520	2.5	13.20	27,460	1.0	8.89	9.96	12.22	15.52	18.49	18,490	20,730	25,420	32,290	38,460		
41-0000	Sales and Related Occupations	major	14,536,530	0.2	19.50	40,560	0.2	8.72	9.72	12.78	22.23	37.65	18,150	20,210	26,590	46,230	78,300		
41-1000	Supervisors of Sales Workers	minor	1,446,900	0.4	24.63	51,230	0.2	12.20	15.35	20.31	28.52	40.82	25,380	31,920	42,250	59,320	84,900		
41-1010	First-Line Supervisors of Sales Workers	broad	1,446,900	0.4	24.63	51,230	0.2	12.20	15.35	20.31	28.52	40.82	25,380	31,920	42,250	59,320	84,900		
41-1011	First-Line Supervisors of Retail Sales Workers	detailed	1,194,220	0.4	21.11	43,910	0.2	11.79	14.60	18.77	24.64	31.96	24,530	30,370	39,040	51,250	66,480		
41-1012	First-Line Supervisors of Non-Retail Sales Workers	detailed	252,670	0.7	41.27	85,830	0.5	18.14	25.35	35.17	49.93	72.31	37,730	52,730	73,150	103,840	150,400		
41-2000	Retail Sales Workers	minor	8,791,750	0.2	12.14	25,250	0.2	8.43	9.14	10.37	12.98	18.11	17,530	19,010	21,570	27,000	37,670		
41-2010	Cashiers	broad	3,564,130	0.4	10.44	21,710	0.2	8.24	8.88	9.71	11.34	13.87	17,140	18,460	20,200	23,600	28,840		
41-2011	Cashiers	detailed	3,541,010	0.4	10.43	21,680	0.2	8.24	8.87	9.70	11.33	13.83	17,140	18,450	20,180	23,570	28,760		
41-2012	Gaming Change Persons and Booth Cashiers	detailed	23,120	5.4	12.47	25,940	0.9	8.89	9.85	11.44	14.29	17.95	18,500	20,480	23,780	29,720	37,330		
41-2020	Counter and Rental Clerks and Parts Salespersons	broad	699,070	0.7	14.79	30,750	0.3	8.92	10.10	12.99	17.62	23.68	18,560	21,010	27,030	36,650	49,240		
41-2021	Counter and Rental Clerks	detailed	450,330	1.0	14.13	29,390	0.4	8.82	10.00	12.29	16.51	22.47	18,350	20,800	25,550	34,340	46,740		
41-2022	Parts Salespersons	detailed	248,740	1.2	15.97	33,220	0.5	9.18	10.89	14.32	19.18	25.21	19,090	22,660	29,780	39,890	52,430		
41-2030	Retail Salespersons	broad	4,528,550	0.4	13.07	27,180	0.2	8.56	9.33	10.90	14.17	19.91	17,810	19,410	22,680	29,480	41,420		
41-2031	Retail Salespersons	detailed	4,528,550	0.4	13.07	27,180	0.2	8.56	9.33	10.90	14.17	19.91	17,810	19,410	22,680	29,480	41,420		
41-3000	Sales Representatives, Services	minor	1,903,140	0.5	33.90	70,510	0.6	12.69	17.28	25.29	39.27	64.26	26,400	35,950	52,600	81,680	133,660		
41-3010	Advertising Sales Agents	broad	141,100	1.7	30.61	63,660	1.2	11.69	16.53	24.22	36.56	55.49	24,320	34,380	50,380	76,050	115,430		
41-3011	Advertising Sales Agents	detailed	141,100	1.7	30.61	63,660	1.2	11.69	16.53	24.22	36.56	55.49	24,320	34,380	50,380	76,050	115,430		
41-3020	Insurance Sales Agents	broad	385,700	1.1	32.58	67,760	0.9	13.19	17.07	24.03	37.09	61.57	27,430	35,500	49,990	77,140	128,070		
41-3021	Insurance Sales Agents	detailed	385,700	1.1	32.58	67,760	0.9	13.19	17.07	24.03	37.09	61.57	27,430	35,500	49,990	77,140	128,070		
41-3030	Securities, Commodities, and Financial Services Sales Agents	broad	353,780	1.2	49.17	102,260	1.6	16.03	19.73	32.36	63.07	#	33,340	41,040	67,310	131,180	#		
41-3031	Securities, Commodities, and Financial Services Sales Agents	detailed	353,780	1.2	49.17	102,260	1.6	16.03	19.73	32.36	63.07	#	33,340	41,040	67,310	131,180	#		
41-3040	Travel Agents	broad	68,680	2.0	19.18	39,900	1.0	9.94	12.99	17.53	23.36	29.75	20,670	27,030	36,460	48,600	61,890		
41-3041	Travel Agents	detailed	68,680	2.0	19.18	39,900	1.0	9.94	12.99	17.53	23.36	29.75	20,670	27,030	36,460	48,600	61,890		
41-3090	Miscellaneous Sales Representatives, Services	broad	953,870	0.7	30.32	63,070	0.4	12.02	16.94	25.23	37.19	54.78	25,000	35,230	52,490	77,360	113,950		
41-3099	Sales Representatives, Services, All Other	detailed	953,870	0.7	30.32	63,070	0.4	12.02	16.94	25.23	37.19	54.78	25,000	35,230	52,490	77,360	113,950		
41-4000	Sales Representatives, Wholesale and Manufacturing	minor	1,732,420	0.5	35.12	73,060	0.4	13.96	20.00	29.10	43.17	62.47	29,040	41,590	60,530	89,800	129,940		
41-4010	Sales Representatives, Wholesale and Manufacturing	broad	1,732,420	0.5	35.12	73,060	0.4	13.96	20.00	29.10	43.17	62.47	29,040	41,590	60,530	89,800	129,940		
41-4011	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products	detailed	328,370	1.7	44.67	92,910	0.9	19.20	26.56	37.97	56.16	77.38	39,930	55,250	78,980	116,800	160,940		
41-4012	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products	detailed	1,404,050	0.5	32.89	68,410	0.3	13.22	18.92	27.47	39.68	58.21	27,500	39,350	57,140	82,520	121,080		
41-9000	Other Sales and Related Workers	minor	662,330	1.1	23.77	49,440	0.8	9.37	11.21	15.65	27.95	49.24	19,490	23,310	32,550	58,130	102,430		
41-9010	Models, Demonstrators, and Product Promoters	broad	90,890	3.8	14.84	30,860	1.5	9.23	10.41	12.30	17.28	23.42	19,200	21,650	25,580	35,930	48,710		
41-9011	Demonstrators and Product Promoters	detailed	86,500	3.9	14.70	30,570	1.6	9.34	10.50	12.31	17.12	23.31	19,420	21,830	25,610	35,610	48,480		
41-9012	Models	detailed	4,390	15.6	17.58	36,560	7.4	8.29	9.14	10.51	19.94	25.19	17,240	19,010	21,870	41,470	52,390		
41-9020	Real Estate Brokers and Sales Agents	broad	192,690	1.4	30.57	63,590	1.3	10.84	14.71	22.32	36.40	60.00	22,540	30,600	46,410	75,710	124,800		
41-9021	Real Estate Brokers	detailed	40,850	3.1	38.14	79,340	2.9	11.72	16.44	27.30	45.69	78.01	24,370	34,190	56,790	95,030	162,260		
41-9022	Real Estate Sales Agents	detailed	151,840	1.7	28.54	59,360	1.4	10.69	14.39	21.20	34.16	54.12	22,230	29,940	44,090	71,060	112,570		
41-9030	Sales Engineers	broad	74,330	2.4	52.35	108,880	1.0	27.40	35.77	48.08	63.50	80.05	56,990	74,400	100,000	132,080	166,500		
41-9031	Sales Engineers	detailed	74,330	2.4	52.35	108,880	1.0	27.40	35.77	48.08	63.50	80.05	56,990	74,400	100,000	132,080	166,500		
41-9040	Telemarketers	broad	215,290	2.4	13.06	27,170	0.7	8.81	9.80	11.69	14.66	18.90	18,330	20,370	24,300	30,480	39,310		
41-9041	Telemarketers	detailed	215,290	2.4	13.06	27,170	0.7	8.81	9.80	11.69	14.66	18.90	18,330	20,370	24,300	30,480	39,310		
41-9090	Miscellaneous Sales and Related Workers	broad	89,120	1.7	20.19	42,000	0.8	9.89	12.24	17.25	24.75	34.15	20,570	25,450	35,880	51,480	71,040		
41-9091	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers	detailed	8,040	8.8	13.76	28,630	2.7	9.19	10.09	11.70	14.82	22.76	19,120	20,990	24,330	30,820	47,340		
41-9099	Sales and Related Workers, All Other	detailed	81,080	1.7	20.83	43,330	0.8	10.01	12.88	17.88	25.55	35.10	20,810	26,780	37,190	53,150	73,000		
43-0000	Office and Administrative Support Occupations	major	22,026,080	0.2	17.91	37,260	0.1	9.95	12.39	16.37	21.90	28.46	20,700	25,760	34,050	45,550	59,190		
43-1000	Supervisors of Office and Administrative Support Workers	minor	1,443,150	0.3	27.83	57,890	0.1	15.84	20.15	26.12	33.30	42.16	32,950	41,910	54,340	69,260	87,690		
43-1010	First-Line Supervisors of Office and Administrative Support Workers	broad	1,443,150	0.3	27.83	57,890	0.1	15.84	20.15	26.12	33.30	42.16	32,950	41,910	54,340	69,260	87,690		
43-1011	First-Line Supervisors of Office and Administrative Support Workers	detailed	1,443,150	0.3	27.83	57,890	0.1	15.84	20.15	26.12	33.30	42.16	32,950	41,910	54,340	69,260	87,690		
43-2000	Communications Equipment Operators	minor	101,910	2.1	14.97	31,130	1.5	9.70	11.21	13.77	17.31	22.47	20,180	23,320	28,640	36,000	46,750		
43-2010	Switchboard Operators, Including Answering Service	broad	90,910	1.9	14.29	29,720	0.5	9.60	11.05	13.47	16.60	20.23	19,960	22,970	28,030	34,530	42,090		
43-2011	Switchboard Operators, Including Answering Service	detailed	90,910	1.9	14.29	29,720	0.5	9.60	11.05	13.47	16.60	20.23	19,960	22,970	28,030	34,530	42,090		
43-2020	Telephone Operators	broad	8,860	14.2	20.69	43,030	6.9	10.96	13.55	17.79	27.05	31.84	22,790	28,180	37,000	56,270	66,230		
43-2021	Telephone Operators	detailed	8,860	14.2	20.69	43,030	6.9	10.96	13.55	17.79	27.05	31.84	22,790	28,180	37,000	56,270	66,230		
43-2090	Miscellaneous Communications Equipment Operators	broad	2,150	5.9	20.15	41,910	2.9	11.99	14.33	19.06	25.06	29.67	24,940	29,810	39,640	52,130	61,720		
43-2099	Communications Equipment Operators, All Other	detailed	2,150	5.9	20.15	41,910	2.9	11.99	14.33	19.06	25.06	29.67	24,940	29,810	39,640	52,130	61,720		
43-3000	Financial Clerks	minor	3,133,030	0.3	18.17	37,790	0.1	10.93	13.57	17.23	21.92	27.07	22,740	28,220	35,840	45,590	56,310		
43-3010	Bill and Account Collectors	broad	298,960	1.4	18.09	37,620	0.4	11.35	13.68	17.00	21.22	26.43	23,610	28,460	35,350	44,140	54,970		
43-3011	Bill and Account Collectors	detailed	298,960	1.4	18.09	37,620	0.4	11.35	13.68	17.00	21.22	26.43	23,610	28,460	35,350	44,140	54,970		
43-3020	Billing and Posting Clerks	broad	485,220	0.8	18.06	37,570	0.2	12.23	14.40	17.38	21.11	25.07	25,450	29,950	36,150	43,910	52,150		
43-3021	Billing and Posting Clerks	detailed	485,220	0.8	18.06	37,570	0.2	12.23	14.40	17.38	21.11	25.07	25,450	29,950	36,150	43,910	52,150		
43-3030	Bookkeeping, Accounting, and Auditing Clerks	broad	1,566,960	0.4	19.34	40,220	0.1	11.48	14.73	18.46	23.29	28.67	23,880	30,640	38,390	48,440	59,630		
43-3031	Bookkeeping, Accounting, and Auditing Clerks	detailed	1,566,960	0.4	19.34	40,220	0.1	11.48	14.73	18.46	23.29	28.67	23,880	30,640	38,390	48,440	59,630		
43-3040	Gaming Cage Workers	broad	18,810	6.7	13.52	28,120	0.9	9.49	10.52	12.49	15.79	19.54	19,750	21,880	25,990	32,840	40,640		
43-3041	Gaming Cage Workers	detailed	18,810	6.7	13.52	28,120	0.9	9.49	10.52	12.49	15.79	19.54	19,750	21,880	25,990	32,840	40,640		
43-3050	Payroll and Timekeeping Clerks	broad	159,650	0.8	20.95	43,580	0.3	13.08	16.39	20.38	24.75	29.82	27,200	34,100	42,390	51,480	62,030		
43-3051	Payroll and Timekeeping Clerks	detailed	159,650	0.8	20.95	43,580	0.3	13.08	16.39	20.38	24.75	29.82	27,200	34,100	42,390	51,480	62,030		
43-3060	Procurement Clerks	broad	72,120	1.4	20.18	41,980	0.4	12.92	16.13	19.91	23.74	27.94	26,880	33,560	41,410	49,390	58,110		
43-3061	Procurement Clerks	detailed	72,120	1.4	20.18	41,980	0.4	12.92	16.13	19.91	23.74	27.94	26,880	33,560	41,410	49,390	58,110		
43-3070	Tellers	broad	496,760	0.7	13.49	28,060	0.2	10.01	11.17	13.11	15.14	18.15	20,810	23,230	27,260	31,500	37,760		
43-3071	Tellers	detailed	496,760	0.7	13.49	28,060	0.2	10.01	11.17	13.11	15.14	18.15	20,810	23,230	27,260	31,500	37,760		
43-3090	Miscellaneous Financial Clerks	broad	34,540	4.1	20.13	41,870	0.8	12.56	15.45	19.01	23.83	29.30	26,120	32,140	39,540	49,570	60,950		
43-3099	Financial Clerks, All Other	detailed	34,540	4.1	20.13	41,870	0.8	12.56	15.45	19.01	23.83	29.30	26,120	32,140	39,540	49,570	60,950		
43-4000	Information and Record Clerks	minor	5,630,810	0.3	16.53	34,370	0.1	9.80	11.93	15.24	19.64	25.08	20,380	24,810	31,690	40,850	52,170		
43-4010	Brokerage Clerks	broad	59,820	2.3	25.18	52,380	0.6	15.91	19.29	23.65	29.39	36.73	33,100	40,130	49,200	61,130	76,390		
43-4011	Brokerage Clerks	detailed	59,820	2.3	25.18	52,380	0.6	15.91	19.29	23.65	29.39	36.73	33,100	40,130	49,200	61,130	76,390		
43-4020	Correspondence Clerks	broad	6,780	5.4	18.11	37,660	1.3	11.70	14.05	17.49	21.70	25.78	24,340	29,230	36,370	45,140	53,630		
43-4021	Correspondence Clerks	detailed	6,780	5.4	18.11	37,660	1.3	11.70	14.05	17.49	21.70	25.78	24,340	29,230	36,370	45,140	53,630		
43-4030	Court, Municipal, and License Clerks	broad	128,620	0.9	18.83	39,160	0.7	11.48	14.06	17.63	22.38	27.61	23,880	29,250	36,670	46,540	57,420		
43-4031	Court, Municipal, and License Clerks	detailed	128,620	0.9	18.83	39,160	0.7	11.48	14.06	17.63	22.38	27.61	23,880	29,250	36,670	46,540	57,420		
43-4040	Credit Authorizers, Checkers, and Clerks	broad	37,680	4.9	18.91	39,320	0.7	11.97	14.26	17.75	22.65	28.27	24,890	29,650	36,930	47,100	58,800		
43-4041	Credit Authorizers, Checkers, and Clerks	detailed	37,680	4.9	18.91	39,320	0.7	11.97	14.26	17.75	22.65	28.27	24,890	29,650	36,930	47,100	58,800		
43-4050	Customer Service Representatives	broad	2,707,040	0.5	16.91	35,170	0.2	10.01	12.27	15.53	19.92	25.83	20,810	25,520	32,300	41,430	53,730		
43-4051	Customer Service Representatives	detailed	2,707,040	0.5	16.91	35,170	0.2	10.01	12.27	15.53	19.92	25.83	20,810	25,520	32,300	41,430	53,730		
43-4060	Eligibility Interviewers, Government Programs	broad	135,940	0.9	20.94	43,550	0.6	14.26	16.55	20.84	25.17	28.27	29,660	34,420	43,350	52,350	58,810		
43-4061	Eligibility Interviewers, Government Programs	detailed	135,940	0.9	20.94	43,550	0.6	14.26	16.55	20.84	25.17	28.27	29,660	34,420	43,350	52,350	58,810		
43-4070	File Clerks	broad	130,950	1.3	15.03	31,260	0.4	9.53	11.14	13.99	17.85	22.79	19,830	23,170	29,090	37,130	47,410		
43-4071	File Clerks	detailed	130,950	1.3	15.03	31,260	0.4	9.53	11.14	13.99	17.85	22.79	19,830	23,170	29,090	37,130	47,410		
43-4080	Hotel, Motel, and Resort Desk Clerks	broad	248,440	0.9	11.32	23,530	0.4	8.40	9.22	10.61	12.38	15.31	17,470	19,190	22,070	25,750	31,850		
43-4081	Hotel, Motel, and Resort Desk Clerks	detailed	248,440	0.9	11.32	23,530	0.4	8.40	9.22	10.61	12.38	15.31	17,470	19,190	22,070	25,750	31,850		
43-4110	Interviewers, Except Eligibility and Loan	broad	186,030	1.5	16.17	33,640	0.5	10.29	12.64	15.46	18.87	23.28	21,400	26,290	32,150	39,250	48,420		
43-4111	Interviewers, Except Eligibility and Loan	detailed	186,030	1.5	16.17	33,640	0.5	10.29	12.64	15.46	18.87	23.28	21,400	26,290	32,150	39,250	48,420		
43-4120	Library Assistants, Clerical	broad	98,560	1.4	13.20	27,450	0.5	8.76	9.71	12.12	15.58	19.49	18,220	20,190	25,220	32,400	40,540		
